"enhancer","triplet_pairs","cum_abs_estimate_out","cum_abs_estimate_in","n_regulating_TFs","n_regulated_genes","n_regulated_promoters","source_measurement_types","is_expressed","is_mediating","cum_abs_estimate_total","pareto","label"
"chr12_111178447_111179148",0,0,0.744229521243779,2,0,0,NA,FALSE,FALSE,0.744229521243779,FALSE,""
"chr12_111180856_111181876",0,0,0.679898285529052,2,0,0,NA,FALSE,FALSE,0.679898285529052,FALSE,""
"chr12_111444657_111445596",0,0,0.321110718896076,1,0,0,NA,FALSE,FALSE,0.321110718896076,FALSE,""
"chr12_111502849_111503724",0,0,0.864181227059863,2,0,0,NA,FALSE,FALSE,0.864181227059863,FALSE,""
"chr12_111732384_111733260",0,0,0.249193085731928,1,0,0,NA,TRUE,FALSE,0.249193085731928,FALSE,""
"chr12_111815940_111816860",0,0,0.377640942496078,1,0,0,NA,FALSE,FALSE,0.377640942496078,FALSE,""
"chr12_111860180_111861076",0,0,0.283712227288758,1,0,0,NA,FALSE,FALSE,0.283712227288758,FALSE,""
"chr12_112671286_112672180",0,0,0.395759797934431,1,0,0,NA,FALSE,FALSE,0.395759797934431,FALSE,""
"chr12_112842956_112843906",0,0,2.73300883501393,8,0,0,NA,FALSE,FALSE,2.73300883501393,FALSE,""
"chr12_112868167_112869063",0,0,0.477371326755445,1,0,0,NA,FALSE,FALSE,0.477371326755445,FALSE,""
"chr12_113194777_113195729",0,0,0.351263333580233,1,0,0,NA,FALSE,FALSE,0.351263333580233,FALSE,""
"chr12_113380868_113381845",0,0,0.420515062044675,1,0,0,NA,FALSE,FALSE,0.420515062044675,FALSE,""
"chr12_113485099_113485983",0,0,0.5394127176637,1,0,0,NA,FALSE,FALSE,0.5394127176637,FALSE,""
"chr12_113712268_113713169",0,0,0.270483245199597,1,0,0,NA,FALSE,FALSE,0.270483245199597,FALSE,""
"chr12_113822793_113823673",0,0,0.292856927138861,1,0,0,NA,FALSE,FALSE,0.292856927138861,FALSE,""
"chr12_114037050_114038066",0,0,1.14303626403318,2,0,0,NA,FALSE,FALSE,1.14303626403318,FALSE,""
"chr12_114045118_114046071",0,0,0.676423662729691,1,0,0,NA,FALSE,FALSE,0.676423662729691,FALSE,""
"chr12_114138113_114139086",0,0,0.488001010267397,1,0,0,NA,FALSE,FALSE,0.488001010267397,FALSE,""
"chr12_114186256_114187207",0,0,0.304140244313418,1,0,0,NA,FALSE,FALSE,0.304140244313418,FALSE,""
"chr12_114237013_114237932",0,0,0.720080352816296,1,0,0,NA,FALSE,FALSE,0.720080352816296,FALSE,""
"chr12_114238551_114239495",0,0,0.465904819022366,1,0,0,NA,FALSE,FALSE,0.465904819022366,FALSE,""
"chr12_114244464_114246182",0,0,0.453941821959258,1,0,0,NA,FALSE,FALSE,0.453941821959258,FALSE,""
"chr12_114266179_114267180",0,0,0.269077348806034,1,0,0,NA,FALSE,FALSE,0.269077348806034,FALSE,""
"chr12_114271864_114272780",0,0,0.279732464697931,1,0,0,NA,TRUE,FALSE,0.279732464697931,FALSE,""
"chr12_114287844_114288870",0,0,0.761009735344723,2,0,0,NA,FALSE,FALSE,0.761009735344723,FALSE,""
"chr12_114547280_114548242",0,0,0.746683373992098,1,0,0,NA,FALSE,FALSE,0.746683373992098,FALSE,""
"chr12_114655968_114657592",0,0,0.403549574144578,1,0,0,NA,FALSE,FALSE,0.403549574144578,FALSE,""
"chr12_114955212_114955991",0,0,0.639181350000785,1,0,0,NA,FALSE,FALSE,0.639181350000785,FALSE,""
"chr12_115174807_115175688",0,0,0.559875072812536,1,0,0,NA,FALSE,FALSE,0.559875072812536,FALSE,""
"chr12_115208929_115209887",0,0,0.667748996790123,1,0,0,NA,FALSE,FALSE,0.667748996790123,FALSE,""
"chr12_115426467_115427476",0,0,0.30835998170386,1,0,0,NA,FALSE,FALSE,0.30835998170386,FALSE,""
"chr12_115455076_115456017",0,0,0.770711683896196,1,0,0,NA,FALSE,FALSE,0.770711683896196,FALSE,""
"chr12_115485729_115486676",0,0,0.25047473042233,1,0,0,NA,FALSE,FALSE,0.25047473042233,FALSE,""
"chr12_115617116_115618058",0,0,0.298137003474277,1,0,0,NA,FALSE,FALSE,0.298137003474277,FALSE,""
"chr12_11568259_11569370",0,0,0.426986255973494,1,0,0,NA,FALSE,FALSE,0.426986255973494,FALSE,""
"chr12_115837364_115838383",0,0,1.61794225132977,4,0,0,NA,FALSE,FALSE,1.61794225132977,FALSE,""
"chr12_115962295_115963145",0,0,0.6348087416779,2,0,0,NA,FALSE,FALSE,0.6348087416779,FALSE,""
"chr12_116012501_116013488",0,0,0.267360941131977,1,0,0,NA,FALSE,FALSE,0.267360941131977,FALSE,""
"chr12_11604377_11605275",0,0,0.598134659039237,1,0,0,NA,TRUE,FALSE,0.598134659039237,FALSE,""
"chr12_11608767_11609662",0,0,0.671096638216542,1,0,0,NA,TRUE,FALSE,0.671096638216542,FALSE,""
"chr12_116123424_116124327",0,0,0.646640511394365,2,0,0,NA,FALSE,FALSE,0.646640511394365,FALSE,""
"chr12_116433968_116434865",0,0,0.501564553029107,2,0,0,NA,TRUE,FALSE,0.501564553029107,FALSE,""
"chr12_116501776_116502935",0,0,0.29282171365887,1,0,0,NA,FALSE,FALSE,0.29282171365887,FALSE,""
"chr12_116539737_116540634",0,0,2.79668864014172,6,0,0,NA,TRUE,FALSE,2.79668864014172,FALSE,""
"chr12_116712362_116713320",0,0,0.333965028590963,1,0,0,NA,FALSE,FALSE,0.333965028590963,FALSE,""
"chr12_116891764_116892901",0,0,0.398714269415259,1,0,0,NA,FALSE,FALSE,0.398714269415259,FALSE,""
"chr12_116916513_116917421",0,0,0.311040333160081,1,0,0,NA,FALSE,FALSE,0.311040333160081,FALSE,""
"chr12_116950740_116951663",0,0,0.898023331425066,2,0,0,NA,TRUE,FALSE,0.898023331425066,FALSE,""
"chr12_116963786_116964675",0,0,0.365783158399638,1,0,0,NA,TRUE,FALSE,0.365783158399638,FALSE,""
"chr12_116996363_116997207",0,0,0.40462593139074,1,0,0,NA,FALSE,FALSE,0.40462593139074,FALSE,""
"chr12_117052475_117053367",0,0,0.333815253183159,1,0,0,NA,TRUE,FALSE,0.333815253183159,FALSE,""
"chr12_117124946_117125982",0,0,1.66404177499403,5,0,0,NA,FALSE,FALSE,1.66404177499403,FALSE,""
"chr12_11718596_11719529",0,0,0.496033527064428,1,0,0,NA,FALSE,FALSE,0.496033527064428,FALSE,""
"chr12_117333104_117334027",0,0,0.624105312890622,1,0,0,NA,FALSE,FALSE,0.624105312890622,FALSE,""
"chr12_11751929_11752638",0,0,0.574340591137772,1,0,0,NA,TRUE,FALSE,0.574340591137772,FALSE,""
"chr12_117628310_117629349",0,0,0.588317627517605,2,0,0,NA,FALSE,FALSE,0.588317627517605,FALSE,""
"chr12_117646212_117647139",0,0,0.525922370050918,2,0,0,NA,FALSE,FALSE,0.525922370050918,FALSE,""
"chr12_11765758_11766967",0,0,0.279530470680653,1,0,0,NA,FALSE,FALSE,0.279530470680653,FALSE,""
"chr12_117744167_117745141",0,0,0.362737122009866,1,0,0,NA,FALSE,FALSE,0.362737122009866,FALSE,""
"chr12_11775380_11776233",0,0,0.787465376932809,2,0,0,NA,FALSE,FALSE,0.787465376932809,FALSE,""
"chr12_117778412_117779279",0,0,0.338793637527693,1,0,0,NA,FALSE,FALSE,0.338793637527693,FALSE,""
"chr12_118145043_118145925",0,0,3.71527453200289,9,0,0,NA,TRUE,FALSE,3.71527453200289,FALSE,""
"chr12_11849494_11850407",0,0,0.685008982038936,2,0,0,NA,FALSE,FALSE,0.685008982038936,FALSE,""
"chr12_118622230_118623232",0,0,0.460478420844818,1,0,0,NA,FALSE,FALSE,0.460478420844818,FALSE,""
"chr12_118680136_118681076",0,0,0.298812621634106,1,0,0,NA,FALSE,FALSE,0.298812621634106,FALSE,""
"chr12_118769618_118770527",0,0,0.399435501869667,1,0,0,NA,FALSE,FALSE,0.399435501869667,FALSE,""
"chr12_118813516_118814418",0,0,0.324649251539734,1,0,0,NA,FALSE,FALSE,0.324649251539734,FALSE,""
"chr12_118841343_118842358",0,0,0.290962144976357,1,0,0,NA,FALSE,FALSE,0.290962144976357,FALSE,""
"chr12_119015174_119015934",0,0,0.313220413185145,1,0,0,NA,FALSE,FALSE,0.313220413185145,FALSE,""
"chr12_119201491_119202998",0,0,0.351173345222095,1,0,0,NA,FALSE,FALSE,0.351173345222095,FALSE,""
"chr12_119211606_119212519",0,0,0.578238594183368,2,0,0,NA,FALSE,FALSE,0.578238594183368,FALSE,""
"chr12_119477086_119478008",0,0,0.585135957880654,2,0,0,NA,FALSE,FALSE,0.585135957880654,FALSE,""
"chr12_11978542_11979606",0,0,0.468611985038551,1,0,0,NA,FALSE,FALSE,0.468611985038551,FALSE,""
"chr12_120063763_120064906",0,0,0.592592501015374,1,0,0,NA,TRUE,FALSE,0.592592501015374,FALSE,""
"chr12_120504362_120505285",0,0,0.324889203806472,1,0,0,NA,FALSE,FALSE,0.324889203806472,FALSE,""
"chr12_120770716_120771661",0,0,0.33740461649481,1,0,0,NA,FALSE,FALSE,0.33740461649481,FALSE,""
"chr12_120921988_120922908",0,0,0.273463563414116,1,0,0,NA,FALSE,FALSE,0.273463563414116,FALSE,""
"chr12_121570486_121571305",0,0,0.487150487856601,1,0,0,NA,FALSE,FALSE,0.487150487856601,FALSE,""
"chr12_121589937_121590897",0,0,0.822457847807336,2,0,0,NA,FALSE,FALSE,0.822457847807336,FALSE,""
"chr12_121857103_121858019",0,0,0.326686444769243,1,0,0,NA,TRUE,FALSE,0.326686444769243,FALSE,""
"chr12_121872348_121873238",0,0,0.77202540508774,1,0,0,NA,FALSE,FALSE,0.77202540508774,FALSE,""
"chr12_122001203_122002209",0,0,0.260811258770828,1,0,0,NA,TRUE,FALSE,0.260811258770828,FALSE,""
"chr12_122166417_122167389",0,0,0.564921651958819,2,0,0,NA,FALSE,FALSE,0.564921651958819,FALSE,""
"chr12_122279531_122280461",0,0,0.443966007531123,1,0,0,NA,TRUE,FALSE,0.443966007531123,FALSE,""
"chr12_12280777_12281834",0,0,0.447884095073221,1,0,0,NA,FALSE,FALSE,0.447884095073221,FALSE,""
"chr12_122891395_122892399",0,0,0.382767657236175,1,0,0,NA,TRUE,FALSE,0.382767657236175,FALSE,""
"chr12_123057297_123058200",0,0,0.481524840393528,1,0,0,NA,FALSE,FALSE,0.481524840393528,FALSE,""
"chr12_123153629_123154509",0,0,0.457466429582446,1,0,0,NA,FALSE,FALSE,0.457466429582446,FALSE,""
"chr12_12319633_12320820",0,0,0.393984620418416,1,0,0,NA,FALSE,FALSE,0.393984620418416,FALSE,""
"chr12_123960529_123961318",0,0,0.518054746642854,2,0,0,NA,FALSE,FALSE,0.518054746642854,FALSE,""
"chr12_123996295_123997145",0,0,0.553943597742636,1,0,0,NA,FALSE,FALSE,0.553943597742636,FALSE,""
"chr12_124045822_124046802",0,0,0.321206974704681,1,0,0,NA,FALSE,FALSE,0.321206974704681,FALSE,""
"chr12_124071587_124072551",0,0,0.446744269835993,1,0,0,NA,FALSE,FALSE,0.446744269835993,FALSE,""
"chr12_124130349_124132161",0,0,0.606537680522277,2,0,0,NA,TRUE,FALSE,0.606537680522277,FALSE,""
"chr12_124145633_124146544",0,0,0.501462375292238,1,0,0,NA,TRUE,FALSE,0.501462375292238,FALSE,""
"chr12_124185719_124186849",0,0,0.713851367556167,1,0,0,NA,FALSE,FALSE,0.713851367556167,FALSE,""
"chr12_124188210_124189239",0,0,0.378862842061034,1,0,0,NA,TRUE,FALSE,0.378862842061034,FALSE,""
"chr12_124190667_124191621",0,0,0.558499144801516,2,0,0,NA,FALSE,FALSE,0.558499144801516,FALSE,""
"chr12_124277989_124279090",0,0,0.912640095187598,2,0,0,NA,FALSE,FALSE,0.912640095187598,FALSE,""
"chr12_124292093_124293002",0,0,0.348518770380428,1,0,0,NA,FALSE,FALSE,0.348518770380428,FALSE,""
"chr12_124395049_124395958",0,0,1.7457490407947,4,0,0,NA,FALSE,FALSE,1.7457490407947,FALSE,""
"chr12_124401654_124402535",0,0,0.277807172096832,1,0,0,NA,FALSE,FALSE,0.277807172096832,FALSE,""
"chr12_124500357_124501266",0,0,0.316156419093039,1,0,0,NA,FALSE,FALSE,0.316156419093039,FALSE,""
"chr12_124507678_124508547",0,0,0.577589862149076,1,0,0,NA,FALSE,FALSE,0.577589862149076,FALSE,""
"chr12_124509448_124510390",0,0,0.325974891887977,1,0,0,NA,FALSE,FALSE,0.325974891887977,FALSE,""
"chr12_124518203_124519155",0,0,0.257341098443641,1,0,0,NA,TRUE,FALSE,0.257341098443641,FALSE,""
"chr12_124530931_124531830",0,0,0.295545959827194,1,0,0,NA,FALSE,FALSE,0.295545959827194,FALSE,""
"chr12_124532264_124533541",0,0,0.335006362116074,1,0,0,NA,FALSE,FALSE,0.335006362116074,FALSE,""
"chr12_124543019_124544165",0,0,0.25221855267033,1,0,0,NA,FALSE,FALSE,0.25221855267033,FALSE,""
"chr12_124603699_124604626",0,0,0.54237807941477,1,0,0,NA,FALSE,FALSE,0.54237807941477,FALSE,""
"chr12_124612947_124613966",0,0,0.850405744278024,2,0,0,NA,FALSE,FALSE,0.850405744278024,FALSE,""
"chr12_124630783_124631674",0,0,0.355540538135661,1,0,0,NA,FALSE,FALSE,0.355540538135661,FALSE,""
"chr12_124651546_124652460",0,0,0.572994347352836,1,0,0,NA,FALSE,FALSE,0.572994347352836,FALSE,""
"chr12_124730189_124731098",0,0,0.406680280971034,1,0,0,NA,FALSE,FALSE,0.406680280971034,FALSE,""
"chr12_124754891_124755883",0,0,0.299433396298552,1,0,0,NA,FALSE,FALSE,0.299433396298552,FALSE,""
"chr12_124837723_124838957",0,0,0.28659793748289,1,0,0,NA,FALSE,FALSE,0.28659793748289,FALSE,""
"chr12_124904373_124905319",0,0,0.415468875866708,1,0,0,NA,FALSE,FALSE,0.415468875866708,FALSE,""
"chr12_125062920_125063791",0,0,0.537189384207945,1,0,0,NA,FALSE,FALSE,0.537189384207945,FALSE,""
"chr12_125128465_125130000",0,0,0.269924033855252,1,0,0,NA,FALSE,FALSE,0.269924033855252,FALSE,""
"chr12_125193740_125194742",0,0,2.18729566683683,7,0,0,NA,TRUE,FALSE,2.18729566683683,FALSE,""
"chr12_125208608_125209783",0,0,0.421318872009775,1,0,0,NA,FALSE,FALSE,0.421318872009775,FALSE,""
"chr12_125245757_125246688",0,0,0.248907067307693,1,0,0,NA,FALSE,FALSE,0.248907067307693,FALSE,""
"chr12_125458240_125459389",0,0,1.17673184354116,3,0,0,NA,FALSE,FALSE,1.17673184354116,FALSE,""
"chr12_125518837_125519722",0,0,0.528612515823253,1,0,0,NA,FALSE,FALSE,0.528612515823253,FALSE,""
"chr12_12557598_12558381",0,0,0.379874876384709,1,0,0,NA,FALSE,FALSE,0.379874876384709,FALSE,""
"chr12_125638848_125639758",0,0,0.273335673099564,1,0,0,NA,FALSE,FALSE,0.273335673099564,FALSE,""
"chr12_12655618_12656559",0,0,0.242664739203147,1,0,0,NA,FALSE,FALSE,0.242664739203147,FALSE,""
"chr12_127590675_127591572",0,0,0.36607991697166,1,0,0,NA,FALSE,FALSE,0.36607991697166,FALSE,""
"chr12_12909389_12910464",0,0,0.591541460505189,1,0,0,NA,FALSE,FALSE,0.591541460505189,FALSE,""
"chr12_12979351_12980311",0,0,0.507597069036645,1,0,0,NA,FALSE,FALSE,0.507597069036645,FALSE,""
"chr12_12985697_12986655",0,0,0.546412980053766,2,0,0,NA,FALSE,FALSE,0.546412980053766,FALSE,""
"chr12_130562380_130563323",0,0,0.253052570628872,1,0,0,NA,FALSE,FALSE,0.253052570628872,FALSE,""
"chr12_130588667_130589555",0,0,0.253500627186616,1,0,0,NA,FALSE,FALSE,0.253500627186616,FALSE,""
"chr12_130671300_130672153",0,0,0.358222156851079,1,0,0,NA,FALSE,FALSE,0.358222156851079,FALSE,""
"chr12_130702677_130703574",0,0,0.277435318883093,1,0,0,NA,FALSE,FALSE,0.277435318883093,FALSE,""
"chr12_13079103_13080119",0,0,0.285872505675751,1,0,0,NA,FALSE,FALSE,0.285872505675751,FALSE,""
"chr12_130805805_130806733",0,0,0.343168042518921,1,0,0,NA,FALSE,FALSE,0.343168042518921,FALSE,""
"chr12_130818707_130819616",0,0,0.314489732769056,1,0,0,NA,FALSE,FALSE,0.314489732769056,FALSE,""
"chr12_13088155_13089085",0,0,0.462598807787616,1,0,0,NA,TRUE,FALSE,0.462598807787616,FALSE,""
"chr12_130947934_130948815",0,0,0.276386707143008,1,0,0,NA,FALSE,FALSE,0.276386707143008,FALSE,""
"chr12_131046895_131048649",0,0,0.67680561247466,2,0,0,NA,FALSE,FALSE,0.67680561247466,FALSE,""
"chr12_131096821_131097690",0,0,0.997620763978499,2,0,0,NA,FALSE,FALSE,0.997620763978499,FALSE,""
"chr12_131114048_131114958",0,0,0.307187945328024,1,0,0,NA,FALSE,FALSE,0.307187945328024,FALSE,""
"chr12_13114092_13115020",0,0,0.251565185900727,1,0,0,NA,FALSE,FALSE,0.251565185900727,FALSE,""
"chr12_131146512_131147411",0,0,0.687448516520118,2,0,0,NA,FALSE,FALSE,0.687448516520118,FALSE,""
"chr12_131234452_131235472",0,0,0.329674533222269,1,0,0,NA,TRUE,FALSE,0.329674533222269,FALSE,""
"chr12_131272001_131272912",0,0,1.46992713060429,4,0,0,NA,FALSE,FALSE,1.46992713060429,FALSE,""
"chr12_13128251_13129228",0,0,0.352672551158151,1,0,0,NA,FALSE,FALSE,0.352672551158151,FALSE,""
"chr12_131420143_131421442",0,0,0.299627021393911,1,0,0,NA,FALSE,FALSE,0.299627021393911,FALSE,""
"chr12_131429008_131429948",0,0,0.438921337460504,1,0,0,NA,FALSE,FALSE,0.438921337460504,FALSE,""
"chr12_131445003_131446489",0,0,0.266624620655117,1,0,0,NA,FALSE,FALSE,0.266624620655117,FALSE,""
"chr12_131448214_131449358",0,0,0.546555003811119,1,0,0,NA,FALSE,FALSE,0.546555003811119,FALSE,""
"chr12_131452187_131453136",0,0,0.251338385402388,1,0,0,NA,FALSE,FALSE,0.251338385402388,FALSE,""
"chr12_131537080_131538069",0,0,0.248043513652342,1,0,0,NA,FALSE,FALSE,0.248043513652342,FALSE,""
"chr12_131552072_131552968",0,0,0.456928036926919,1,0,0,NA,FALSE,FALSE,0.456928036926919,FALSE,""
"chr12_131621529_131622572",0,0,2.13694125370631,6,0,0,NA,FALSE,FALSE,2.13694125370631,FALSE,""
"chr12_131624114_131625468",0,0,0.329470807140798,1,0,0,NA,FALSE,FALSE,0.329470807140798,FALSE,""
"chr12_13171640_13172541",0,0,0.260476230422546,1,0,0,NA,FALSE,FALSE,0.260476230422546,FALSE,""
"chr12_131723273_131724199",0,0,0.337121186386495,1,0,0,NA,FALSE,FALSE,0.337121186386495,FALSE,""
"chr12_13173073_13174124",0,0,0.260870167421939,1,0,0,NA,FALSE,FALSE,0.260870167421939,FALSE,""
"chr12_131833572_131834766",0,0,0.351227109928642,1,0,0,NA,TRUE,FALSE,0.351227109928642,FALSE,""
"chr12_131852422_131853340",0,0,0.313851228955524,1,0,0,NA,FALSE,FALSE,0.313851228955524,FALSE,""
"chr12_131897708_131898472",0,0,0.630412722114478,1,0,0,NA,FALSE,FALSE,0.630412722114478,FALSE,""
"chr12_13194469_13195266",0,0,0.66341645488479,2,0,0,NA,FALSE,FALSE,0.66341645488479,FALSE,""
"chr12_131989934_131991156",0,0,0.36841256979732,1,0,0,NA,TRUE,FALSE,0.36841256979732,FALSE,""
"chr12_132001166_132002090",0,0,0.284589657535005,1,0,0,NA,FALSE,FALSE,0.284589657535005,FALSE,""
"chr12_132046243_132047157",0,0,1.31831833272558,2,0,0,NA,FALSE,FALSE,1.31831833272558,FALSE,""
"chr12_132061713_132062742",0,0,0.243262168339252,1,0,0,NA,TRUE,FALSE,0.243262168339252,FALSE,""
"chr12_132356458_132357382",0,0,0.336889017771377,1,0,0,NA,FALSE,FALSE,0.336889017771377,FALSE,""
"chr12_132542379_132543289",0,0,0.296531637324473,1,0,0,NA,FALSE,FALSE,0.296531637324473,FALSE,""
"chr12_13428403_13429350",0,0,0.449351390263141,1,0,0,NA,FALSE,FALSE,0.449351390263141,FALSE,""
"chr12_13454192_13454997",0,0,0.334082598334106,1,0,0,NA,FALSE,FALSE,0.334082598334106,FALSE,""
"chr12_13495752_13496660",0,0,0.54652784154337,1,0,0,NA,FALSE,FALSE,0.54652784154337,FALSE,""
"chr12_1350040_1350947",0,0,2.05973081794143,5,0,0,NA,FALSE,FALSE,2.05973081794143,FALSE,""
"chr12_13676624_13677542",0,0,0.37990643594147,1,0,0,NA,FALSE,FALSE,0.37990643594147,FALSE,""
"chr12_13713725_13714665",0,0,0.751217578102512,2,0,0,NA,TRUE,FALSE,0.751217578102512,FALSE,""
"chr12_13841025_13841927",0,0,0.276078933746081,1,0,0,NA,FALSE,FALSE,0.276078933746081,FALSE,""
"chr12_13843908_13844950",0,0,0.406135618817106,1,0,0,NA,FALSE,FALSE,0.406135618817106,FALSE,""
"chr12_1403080_1403998",0,0,1.48236235471492,4,0,0,NA,FALSE,FALSE,1.48236235471492,FALSE,""
"chr12_1419633_1420615",0,0,0.59825216707497,1,0,0,NA,FALSE,FALSE,0.59825216707497,FALSE,""
"chr12_14207591_14208766",0,0,1.04853780978164,2,0,0,NA,FALSE,FALSE,1.04853780978164,FALSE,""
"chr12_14453721_14454747",0,0,0.25742567591927,1,0,0,NA,FALSE,FALSE,0.25742567591927,FALSE,""
"chr12_14580603_14581510",0,0,0.606129642465754,2,0,0,NA,FALSE,FALSE,0.606129642465754,FALSE,""
"chr12_14884174_14885079",0,0,0.607608901735386,2,0,0,NA,FALSE,FALSE,0.607608901735386,FALSE,""
"chr12_14896360_14897357",0,0,0.650342933464057,2,0,0,NA,FALSE,FALSE,0.650342933464057,FALSE,""
"chr12_14928684_14929615",0,0,0.538492274722231,1,0,0,NA,TRUE,FALSE,0.538492274722231,FALSE,""
"chr12_14998548_14999639",0,0,0.366340628836282,1,0,0,NA,FALSE,FALSE,0.366340628836282,FALSE,""
"chr12_15001636_15002564",0,0,0.647047056572226,2,0,0,NA,TRUE,FALSE,0.647047056572226,FALSE,""
"chr12_15049218_15050141",0,0,1.01999734134845,3,0,0,NA,TRUE,FALSE,1.01999734134845,FALSE,""
"chr12_15175200_15176223",0,0,0.422811270423646,1,0,0,NA,FALSE,FALSE,0.422811270423646,FALSE,""
"chr12_15194031_15194436",0,0,0.716190064151385,2,0,0,NA,FALSE,FALSE,0.716190064151385,FALSE,""
"chr12_15206017_15207063",0,0,0.512575698729736,1,0,0,NA,TRUE,FALSE,0.512575698729736,FALSE,""
"chr12_15213030_15214274",0,0,0.479128123199302,1,0,0,NA,FALSE,FALSE,0.479128123199302,FALSE,""
"chr12_15220951_15221867",0,0,0.440488028036884,1,0,0,NA,TRUE,FALSE,0.440488028036884,FALSE,""
"chr12_15253539_15254645",0,0,0.587460516588296,2,0,0,NA,TRUE,FALSE,0.587460516588296,FALSE,""
"chr12_15356599_15357521",0,0,0.278081443204009,1,0,0,NA,FALSE,FALSE,0.278081443204009,FALSE,""
"chr12_15364127_15365066",0,0,0.49052660360661,1,0,0,NA,FALSE,FALSE,0.49052660360661,FALSE,""
"chr12_15575814_15576666",0,0,0.406748652022013,1,0,0,NA,FALSE,FALSE,0.406748652022013,FALSE,""
"chr12_15603214_15604139",0,0,0.360155635826246,1,0,0,NA,FALSE,FALSE,0.360155635826246,FALSE,""
"chr12_15677156_15678126",0,0,0.290032243508615,1,0,0,NA,FALSE,FALSE,0.290032243508615,FALSE,""
"chr12_1583178_1585026",0,0,0.281131615035803,1,0,0,NA,FALSE,FALSE,0.281131615035803,FALSE,""
"chr12_15863113_15864053",0,0,0.402839762627307,1,0,0,NA,TRUE,FALSE,0.402839762627307,FALSE,""
"chr12_15924818_15926229",0,0,0.487948163820336,1,0,0,NA,FALSE,FALSE,0.487948163820336,FALSE,""
"chr12_15928627_15929760",0,0,0.286174623668496,1,0,0,NA,TRUE,FALSE,0.286174623668496,FALSE,""
"chr12_16069794_16070750",0,0,0.496818913855102,1,0,0,NA,FALSE,FALSE,0.496818913855102,FALSE,""
"chr12_16072341_16073239",0,0,0.433183156459997,1,0,0,NA,FALSE,FALSE,0.433183156459997,FALSE,""
"chr12_16119806_16120974",0,0,0.301567644478876,1,0,0,NA,FALSE,FALSE,0.301567644478876,FALSE,""
"chr12_16198644_16199649",0,0,0.302169842252303,1,0,0,NA,FALSE,FALSE,0.302169842252303,FALSE,""
"chr12_1638023_1638895",0,0,0.998443428833001,2,0,0,NA,FALSE,FALSE,0.998443428833001,FALSE,""
"chr12_16432419_16433316",0,0,0.606652300995336,2,0,0,NA,FALSE,FALSE,0.606652300995336,FALSE,""
"chr12_1649924_1650909",0,0,0.466203092543477,1,0,0,NA,FALSE,FALSE,0.466203092543477,FALSE,""
"chr12_16555333_16556274",0,0,0.273102411781729,1,0,0,NA,FALSE,FALSE,0.273102411781729,FALSE,""
"chr12_16796016_16796917",0,0,1.39250331956787,2,0,0,NA,TRUE,FALSE,1.39250331956787,FALSE,""
"chr12_17108758_17109652",0,0,0.388051388564675,1,0,0,NA,FALSE,FALSE,0.388051388564675,FALSE,""
"chr12_17270761_17271677",0,0,0.293863890164177,1,0,0,NA,FALSE,FALSE,0.293863890164177,FALSE,""
"chr12_17371507_17373172",0,0,0.297791500585287,1,0,0,NA,FALSE,FALSE,0.297791500585287,FALSE,""
"chr12_17695295_17696346",0,0,0.280810815214398,1,0,0,NA,FALSE,FALSE,0.280810815214398,FALSE,""
"chr12_1772527_1773237",0,0,1.67208736367032,2,0,0,NA,TRUE,FALSE,1.67208736367032,FALSE,""
"chr12_17741313_17742212",0,0,0.380897067814193,1,0,0,NA,FALSE,FALSE,0.380897067814193,FALSE,""
"chr12_17802715_17803679",0,0,0.578508653882974,2,0,0,NA,FALSE,FALSE,0.578508653882974,FALSE,""
"chr12_1781523_1782474",0,0,0.271522082119279,1,0,0,NA,FALSE,FALSE,0.271522082119279,FALSE,""
"chr12_17959744_17960604",0,0,0.273565012773143,1,0,0,NA,FALSE,FALSE,0.273565012773143,FALSE,""
"chr12_18071169_18072124",0,0,0.479469568013647,1,0,0,NA,FALSE,FALSE,0.479469568013647,FALSE,""
"chr12_18153590_18154483",0,0,0.508996817707635,1,0,0,NA,FALSE,FALSE,0.508996817707635,FALSE,""
"chr12_18165365_18166258",0,0,0.678624637569627,2,0,0,NA,FALSE,FALSE,0.678624637569627,FALSE,""
"chr12_18270735_18271676",0,0,0.275277802311885,1,0,0,NA,FALSE,FALSE,0.275277802311885,FALSE,""
"chr12_18297575_18298481",0,0,0.521726926708017,1,0,0,NA,FALSE,FALSE,0.521726926708017,FALSE,""
"chr12_18319774_18320715",0,0,0.375297404783411,1,0,0,NA,TRUE,FALSE,0.375297404783411,FALSE,""
"chr12_18401829_18402568",0,0,0.33516558384867,1,0,0,NA,TRUE,FALSE,0.33516558384867,FALSE,""
"chr12_18403100_18404167",0,0,0.398372803422735,1,0,0,NA,FALSE,FALSE,0.398372803422735,FALSE,""
"chr12_1848495_1849403",0,0,0.260330494966213,1,0,0,NA,FALSE,FALSE,0.260330494966213,FALSE,""
"chr12_187314_188295",0,0,0.306156492385354,1,0,0,NA,FALSE,FALSE,0.306156492385354,FALSE,""
"chr12_18819270_18820123",0,0,0.350760495164967,1,0,0,NA,FALSE,FALSE,0.350760495164967,FALSE,""
"chr12_18863618_18864539",0,0,0.368581740347402,1,0,0,NA,FALSE,FALSE,0.368581740347402,FALSE,""
"chr12_18864863_18865861",0,0,0.355658587333906,1,0,0,NA,FALSE,FALSE,0.355658587333906,FALSE,""
