"enhancer","TF","promoter","promoter_measurement_type","tf_prom_id","new_route","gene"
"chr6_32192449_32193338","HOXB2","chr6_31814929_31815777","tCRE","HOXB2__chr6_31814929_31815777",TRUE,"HSPA1A"
"chr6_32192449_32193338","HOXB2","chr6_32153565_32154506","tCRE","HOXB2__chr6_32153565_32154506",TRUE,"PPT2"
"chr6_32192449_32193338","PITX2","chr6_32127728_32128713","tCRE","PITX2__chr6_32127728_32128713",TRUE,"ATF6B"
"chr6_32192449_32193338","PITX2","chr6_31729943_31730557","tCRE","PITX2__chr6_31729943_31730557",TRUE,"DDAH2"
"chr6_32192449_32193338","PITX2","chr6_32151218_32151956","tCRE","PITX2__chr6_32151218_32151956",TRUE,"PRRT1"
"chr6_32192449_32193338","PITX2","chr6_32148370_32149284","aCRE","PITX2__chr6_32148370_32149284",TRUE,"ONTG06000002236.1"
"chr6_32192449_32193338","PITX2","chr6_32087261_32088242","aCRE","PITX2__chr6_32087261_32088242",TRUE,"ONTG06000002233.1"
"chr6_32192449_32193338","PITX2","chr6_31971783_31972785","tCRE","PITX2__chr6_31971783_31972785",TRUE,"STK19"
"chr6_32192449_32193338","PITX2","chr6_32254846_32255812","aCRE","PITX2__chr6_32254846_32255812",TRUE,"TSBP1-AS1"
"chr6_32192449_32193338","PITX2","chr6_31958602_31959526","tCRE","PITX2__chr6_31958602_31959526",TRUE,"NELFE"
"chr6_32192449_32193338","PITX2","chr6_32177573_32178546","tCRE","PITX2__chr6_32177573_32178546",TRUE,"RNF5"
"chr6_32192449_32193338","PITX2","chr6_32175703_32176570","tCRE","PITX2__chr6_32175703_32176570",TRUE,"AGPAT1"
"chr6_32192449_32193338","PITX2","chr6_31814929_31815777","tCRE","PITX2__chr6_31814929_31815777",TRUE,"HSPA1A"
"chr6_32192449_32193338","PITX2","chr6_32153565_32154506","tCRE","PITX2__chr6_32153565_32154506",TRUE,"PPT2"
"chr6_32192449_32193338","FOXO1","chr6_32127728_32128713","tCRE","FOXO1__chr6_32127728_32128713",TRUE,"ATF6B"
"chr6_32192449_32193338","FOXO1","chr6_31729943_31730557","tCRE","FOXO1__chr6_31729943_31730557",TRUE,"DDAH2"
"chr6_32192449_32193338","FOXO1","chr6_32151218_32151956","tCRE","FOXO1__chr6_32151218_32151956",TRUE,"PRRT1"
"chr6_32192449_32193338","FOXO1","chr6_32148370_32149284","aCRE","FOXO1__chr6_32148370_32149284",TRUE,"ONTG06000002236.1"
"chr6_32192449_32193338","FOXO1","chr6_32087261_32088242","aCRE","FOXO1__chr6_32087261_32088242",TRUE,"ONTG06000002233.1"
"chr6_32192449_32193338","FOXO1","chr6_31971783_31972785","tCRE","FOXO1__chr6_31971783_31972785",TRUE,"STK19"
"chr6_32192449_32193338","FOXO1","chr6_32254846_32255812","aCRE","FOXO1__chr6_32254846_32255812",TRUE,"TSBP1-AS1"
"chr6_32192449_32193338","FOXO1","chr6_31958602_31959526","tCRE","FOXO1__chr6_31958602_31959526",TRUE,"NELFE"
"chr6_32192449_32193338","FOXO1","chr6_32177573_32178546","tCRE","FOXO1__chr6_32177573_32178546",TRUE,"RNF5"
"chr6_32192449_32193338","FOXO1","chr6_32175703_32176570","tCRE","FOXO1__chr6_32175703_32176570",TRUE,"AGPAT1"
"chr6_32192449_32193338","FOXO1","chr6_31814929_31815777","tCRE","FOXO1__chr6_31814929_31815777",TRUE,"HSPA1A"
"chr6_32192449_32193338","FOXO1","chr6_32153565_32154506","tCRE","FOXO1__chr6_32153565_32154506",TRUE,"PPT2"
"chr6_33123420_33125153","SOX2","chr6_32971538_32972468","tCRE","SOX2__chr6_32971538_32972468",TRUE,"ONTG06000002056.1"
"chr6_33123420_33125153","SOX2","chr6_32844244_32845173","tCRE","SOX2__chr6_32844244_32845173",TRUE,"PSMB8"
"chr6_33123420_33125153","SOX2","chr6_33116503_33117666","aCRE","SOX2__chr6_33116503_33117666",TRUE,"HLA-DPB2"
"chr6_33123420_33125153","SOX2","chr6_33271526_33272395","tCRE","SOX2__chr6_33271526_33272395",TRUE,"RPS18"
"chr6_33123420_33125153","SOX2","chr6_32860841_32861774","aCRE","SOX2__chr6_32860841_32861774",TRUE,NA
"chr6_33123420_33125153","SOX2","chr6_32853593_32854496","tCRE","SOX2__chr6_32853593_32854496",TRUE,"PSMB9"
"chr6_33123420_33125153","SOX2","chr6_33288906_33289828","tCRE","SOX2__chr6_33288906_33289828",TRUE,"PFDN6"
"chr6_33123420_33125153","SOX2","chr6_33080116_33080972","tCRE","SOX2__chr6_33080116_33080972",TRUE,"HLA-DPB1"
"chr6_33123420_33125153","SOX2","chr6_33116503_33117666","tCRE","SOX2__chr6_33116503_33117666",TRUE,"HLA-DPB2"
"chr6_33123420_33125153","SOX2","chr6_33208190_33209165","tCRE","SOX2__chr6_33208190_33209165",TRUE,"RING1"
"chr6_33123420_33125153","SOX2","chr6_33317359_33318411","tCRE","SOX2__chr6_33317359_33318411",TRUE,"ZBTB22"
"chr6_33123420_33125153","SOX2","chr6_33200222_33201098","tCRE","SOX2__chr6_33200222_33201098",TRUE,"SLC39A7"
"chr6_33123420_33125153","SOX2","chr6_33211415_33212267","aCRE","SOX2__chr6_33211415_33212267",TRUE,NA
"chr6_33123420_33125153","SOX2","chr6_33204177_33205069","tCRE","SOX2__chr6_33204177_33205069",TRUE,"HSD17B8"
"chr6_33123420_33125153","RBPJ","chr6_32971538_32972468","tCRE","RBPJ__chr6_32971538_32972468",TRUE,"ONTG06000002056.1"
"chr6_33123420_33125153","RBPJ","chr6_32844244_32845173","tCRE","RBPJ__chr6_32844244_32845173",TRUE,"PSMB8"
"chr6_33123420_33125153","RBPJ","chr6_33116503_33117666","aCRE","RBPJ__chr6_33116503_33117666",TRUE,"HLA-DPB2"
"chr6_33123420_33125153","RBPJ","chr6_33271526_33272395","tCRE","RBPJ__chr6_33271526_33272395",TRUE,"RPS18"
"chr6_33123420_33125153","RBPJ","chr6_32860841_32861774","aCRE","RBPJ__chr6_32860841_32861774",TRUE,NA
"chr6_33123420_33125153","RBPJ","chr6_32853593_32854496","tCRE","RBPJ__chr6_32853593_32854496",TRUE,"PSMB9"
"chr6_33123420_33125153","RBPJ","chr6_33288906_33289828","tCRE","RBPJ__chr6_33288906_33289828",TRUE,"PFDN6"
"chr6_33123420_33125153","RBPJ","chr6_33080116_33080972","tCRE","RBPJ__chr6_33080116_33080972",TRUE,"HLA-DPB1"
"chr6_33123420_33125153","RBPJ","chr6_33116503_33117666","tCRE","RBPJ__chr6_33116503_33117666",TRUE,"HLA-DPB2"
"chr6_33123420_33125153","RBPJ","chr6_33208190_33209165","tCRE","RBPJ__chr6_33208190_33209165",TRUE,"RING1"
"chr6_33123420_33125153","RBPJ","chr6_33317359_33318411","tCRE","RBPJ__chr6_33317359_33318411",TRUE,"ZBTB22"
"chr6_33123420_33125153","RBPJ","chr6_33200222_33201098","tCRE","RBPJ__chr6_33200222_33201098",TRUE,"SLC39A7"
"chr6_33123420_33125153","RBPJ","chr6_33211415_33212267","aCRE","RBPJ__chr6_33211415_33212267",TRUE,NA
"chr6_33123420_33125153","RBPJ","chr6_33204177_33205069","tCRE","RBPJ__chr6_33204177_33205069",TRUE,"HSD17B8"
"chr6_33123420_33125153","FOXO1","chr6_32971538_32972468","tCRE","FOXO1__chr6_32971538_32972468",TRUE,"ONTG06000002056.1"
"chr6_33123420_33125153","FOXO1","chr6_32844244_32845173","tCRE","FOXO1__chr6_32844244_32845173",TRUE,"PSMB8"
"chr6_33123420_33125153","FOXO1","chr6_33116503_33117666","aCRE","FOXO1__chr6_33116503_33117666",TRUE,"HLA-DPB2"
"chr6_33123420_33125153","FOXO1","chr6_33271526_33272395","tCRE","FOXO1__chr6_33271526_33272395",TRUE,"RPS18"
"chr6_33123420_33125153","FOXO1","chr6_32860841_32861774","aCRE","FOXO1__chr6_32860841_32861774",TRUE,NA
"chr6_33123420_33125153","FOXO1","chr6_32853593_32854496","tCRE","FOXO1__chr6_32853593_32854496",TRUE,"PSMB9"
"chr6_33123420_33125153","FOXO1","chr6_33288906_33289828","tCRE","FOXO1__chr6_33288906_33289828",TRUE,"PFDN6"
"chr6_33123420_33125153","FOXO1","chr6_33080116_33080972","tCRE","FOXO1__chr6_33080116_33080972",TRUE,"HLA-DPB1"
"chr6_33123420_33125153","FOXO1","chr6_33116503_33117666","tCRE","FOXO1__chr6_33116503_33117666",TRUE,"HLA-DPB2"
"chr6_33123420_33125153","FOXO1","chr6_33208190_33209165","tCRE","FOXO1__chr6_33208190_33209165",TRUE,"RING1"
"chr6_33123420_33125153","FOXO1","chr6_33317359_33318411","tCRE","FOXO1__chr6_33317359_33318411",TRUE,"ZBTB22"
"chr6_33123420_33125153","FOXO1","chr6_33200222_33201098","tCRE","FOXO1__chr6_33200222_33201098",TRUE,"SLC39A7"
"chr6_33123420_33125153","FOXO1","chr6_33211415_33212267","aCRE","FOXO1__chr6_33211415_33212267",TRUE,NA
"chr6_33123420_33125153","FOXO1","chr6_33204177_33205069","tCRE","FOXO1__chr6_33204177_33205069",TRUE,"HSD17B8"
"chr6_33450784_33451665","SNAI2","chr6_33425415_33426357","tCRE","SNAI2__chr6_33425415_33426357",TRUE,"ONTG06000002069.1"
"chr6_33450784_33451665","EGR1","chr6_33425415_33426357","tCRE","EGR1__chr6_33425415_33426357",TRUE,"ONTG06000002069.1"
"chr6_33746019_33746947","FOS","chr6_34145069_34146123","tCRE","FOS__chr6_34145069_34146123",TRUE,"GRM4"
"chr6_33746019_33746947","TCF12","chr6_34145069_34146123","tCRE","TCF12__chr6_34145069_34146123",TRUE,"GRM4"
"chr6_33746019_33746947","TFAP2B","chr6_34145069_34146123","tCRE","TFAP2B__chr6_34145069_34146123",TRUE,"GRM4"
"chr6_35297331_35298238","NFIB","chr6_35485041_35486872","aCRE","NFIB__chr6_35485041_35486872",TRUE,"ONTG06000002403.1"
"chr6_35297331_35298238","NFIB","chr6_35485041_35486872","tCRE","NFIB__chr6_35485041_35486872",TRUE,"ONTG06000002403.1"
"chr6_35297331_35298238","NFIB","chr6_35764065_35765092","aCRE","NFIB__chr6_35764065_35765092",TRUE,"ENSG00000288747.1"
"chr6_35297331_35298238","NFIB","chr6_35451866_35452775","tCRE","NFIB__chr6_35451866_35452775",TRUE,"FANCE"
"chr6_35297331_35298238","POU5F1","chr6_35485041_35486872","aCRE","POU5F1__chr6_35485041_35486872",TRUE,"ONTG06000002403.1"
"chr6_35297331_35298238","POU5F1","chr6_35485041_35486872","tCRE","POU5F1__chr6_35485041_35486872",TRUE,"ONTG06000002403.1"
"chr6_35297331_35298238","POU5F1","chr6_35764065_35765092","aCRE","POU5F1__chr6_35764065_35765092",TRUE,"ENSG00000288747.1"
"chr6_35297331_35298238","POU5F1","chr6_35451866_35452775","tCRE","POU5F1__chr6_35451866_35452775",TRUE,"FANCE"
"chr6_40285877_40286688","REST","chr6_40329947_40331041","aCRE","REST__chr6_40329947_40331041",TRUE,NA
"chr6_40285877_40286688","REST","chr6_40328337_40329345","aCRE","REST__chr6_40328337_40329345",TRUE,"TDRG1"
"chr6_40285877_40286688","SP8","chr6_40329947_40331041","aCRE","SP8__chr6_40329947_40331041",FALSE,NA
"chr6_40285877_40286688","SP8","chr6_40328337_40329345","aCRE","SP8__chr6_40328337_40329345",FALSE,"TDRG1"
"chr6_41442773_41443691","SP8","chr6_41636622_41637465","tCRE","SP8__chr6_41636622_41637465",TRUE,"MDFI"
"chr6_41442773_41443691","SP8","chr6_41787082_41788004","tCRE","SP8__chr6_41787082_41788004",TRUE,"TOMM6"
"chr6_41442773_41443691","SP8","chr6_41636622_41637465","aCRE","SP8__chr6_41636622_41637465",TRUE,"MDFI"
"chr6_41442773_41443691","SP8","chr6_41560287_41561342","aCRE","SP8__chr6_41560287_41561342",TRUE,"ONTG06000001902.1"
"chr6_41442773_41443691","SP8","chr6_41545769_41546762","tCRE","SP8__chr6_41545769_41546762",TRUE,"FOXP4-AS1"
"chr6_41442773_41443691","BCL11A","chr6_41636622_41637465","tCRE","BCL11A__chr6_41636622_41637465",TRUE,"MDFI"
"chr6_41442773_41443691","BCL11A","chr6_41787082_41788004","tCRE","BCL11A__chr6_41787082_41788004",TRUE,"TOMM6"
"chr6_41442773_41443691","BCL11A","chr6_41636622_41637465","aCRE","BCL11A__chr6_41636622_41637465",TRUE,"MDFI"
"chr6_41442773_41443691","BCL11A","chr6_41560287_41561342","aCRE","BCL11A__chr6_41560287_41561342",TRUE,"ONTG06000001902.1"
"chr6_41442773_41443691","BCL11A","chr6_41545769_41546762","tCRE","BCL11A__chr6_41545769_41546762",TRUE,"FOXP4-AS1"
"chr6_43204427_43205349","SNAI2","chr6_43228944_43229886","tCRE","SNAI2__chr6_43228944_43229886",TRUE,"DNPH1"
"chr6_43204427_43205349","SNAI2","chr6_42745858_42746666","tCRE","SNAI2__chr6_42745858_42746666",TRUE,"TBCC"
"chr6_43204427_43205349","SNAI2","chr6_43059128_43059996","tCRE","SNAI2__chr6_43059128_43059996",TRUE,"MRPL2"
"chr6_43204427_43205349","SNAI2","chr6_43075786_43076717","tCRE","SNAI2__chr6_43075786_43076717",TRUE,"PTK7"
"chr6_43204427_43205349","SNAI2","chr6_43013627_43014550","tCRE","SNAI2__chr6_43013627_43014550",TRUE,"MEA1"
"chr6_43204427_43205349","MAFB","chr6_43228944_43229886","tCRE","MAFB__chr6_43228944_43229886",TRUE,"DNPH1"
"chr6_43204427_43205349","MAFB","chr6_42745858_42746666","tCRE","MAFB__chr6_42745858_42746666",TRUE,"TBCC"
"chr6_43204427_43205349","MAFB","chr6_43059128_43059996","tCRE","MAFB__chr6_43059128_43059996",TRUE,"MRPL2"
"chr6_43204427_43205349","MAFB","chr6_43075786_43076717","tCRE","MAFB__chr6_43075786_43076717",TRUE,"PTK7"
"chr6_43204427_43205349","MAFB","chr6_43013627_43014550","tCRE","MAFB__chr6_43013627_43014550",TRUE,"MEA1"
"chr6_44216556_44217803","ZEB1","chr6_44387171_44388094","aCRE","ZEB1__chr6_44387171_44388094",TRUE,"CDC5L"
"chr6_44216556_44217803","ZEB1","chr6_44126981_44127882","tCRE","ZEB1__chr6_44126981_44127882",TRUE,"MRPL14"
"chr6_44216556_44217803","ZEB1","chr6_44275626_44276529","aCRE","ZEB1__chr6_44275626_44276529",TRUE,NA
"chr6_44216556_44217803","ZEB1","chr6_44256919_44257846","tCRE","ZEB1__chr6_44256919_44257846",TRUE,"SLC35B2"
"chr6_44216556_44217803","ZEB1","chr6_44237438_44238384","aCRE","ZEB1__chr6_44237438_44238384",TRUE,"ONTG06000001792.1"
"chr6_44216556_44217803","ZEB1","chr6_44219092_44219995","tCRE","ZEB1__chr6_44219092_44219995",TRUE,"SLC29A1"
"chr6_44216556_44217803","ZEB1","chr6_44219092_44219995","aCRE","ZEB1__chr6_44219092_44219995",TRUE,"SLC29A1"
"chr6_44216556_44217803","ZEB1","chr6_43758194_43759123","aCRE","ZEB1__chr6_43758194_43759123",TRUE,NA
"chr6_44216556_44217803","MSX1","chr6_44387171_44388094","aCRE","MSX1__chr6_44387171_44388094",TRUE,"CDC5L"
"chr6_44216556_44217803","MSX1","chr6_44126981_44127882","tCRE","MSX1__chr6_44126981_44127882",TRUE,"MRPL14"
"chr6_44216556_44217803","MSX1","chr6_44275626_44276529","aCRE","MSX1__chr6_44275626_44276529",TRUE,NA
"chr6_44216556_44217803","MSX1","chr6_44256919_44257846","tCRE","MSX1__chr6_44256919_44257846",TRUE,"SLC35B2"
"chr6_44216556_44217803","MSX1","chr6_44237438_44238384","aCRE","MSX1__chr6_44237438_44238384",TRUE,"ONTG06000001792.1"
"chr6_44216556_44217803","MSX1","chr6_44219092_44219995","tCRE","MSX1__chr6_44219092_44219995",TRUE,"SLC29A1"
"chr6_44216556_44217803","MSX1","chr6_44219092_44219995","aCRE","MSX1__chr6_44219092_44219995",TRUE,"SLC29A1"
"chr6_44216556_44217803","MSX1","chr6_43758194_43759123","aCRE","MSX1__chr6_43758194_43759123",TRUE,NA
"chr6_52594971_52595920","NEUROD1","chr6_52994978_52995967","aCRE","NEUROD1__chr6_52994978_52995967",FALSE,"ENSG00000202198.1"
"chr6_63565937_63566851","TGIF2","chr6_63635487_63636386","tCRE","TGIF2__chr6_63635487_63636386",TRUE,"PHF3"
"chr6_63565937_63566851","CEBPG","chr6_63635487_63636386","tCRE","CEBPG__chr6_63635487_63636386",TRUE,"PHF3"
"chr6_63565937_63566851","MAF","chr6_63635487_63636386","tCRE","MAF__chr6_63635487_63636386",TRUE,"PHF3"
"chr6_72216133_72217246","GBX2","chr6_71886354_71887289","tCRE","GBX2__chr6_71886354_71887289",TRUE,"RIMS1"
"chr6_72216133_72217246","ONECUT1","chr6_71886354_71887289","tCRE","ONECUT1__chr6_71886354_71887289",TRUE,"RIMS1"
"chr6_73353873_73354935","RXRB","chr6_73451448_73452327","aCRE","RXRB__chr6_73451448_73452327",TRUE,"CGAS"
"chr6_73353873_73354935","RARG","chr6_73451448_73452327","aCRE","RARG__chr6_73451448_73452327",TRUE,"CGAS"
"chr6_73394559_73395514","TCF7L2","chr6_73314534_73315478","aCRE","TCF7L2__chr6_73314534_73315478",FALSE,NA
"chr6_73394559_73395514","PLAGL1","chr6_73314534_73315478","aCRE","PLAGL1__chr6_73314534_73315478",TRUE,NA
"chr6_7347310_7348393","NR2F6","chr6_7541176_7542256","aCRE","NR2F6__chr6_7541176_7542256",TRUE,"DSP"
"chr6_89230366_89231299","FOXO1","chr6_88963223_88964137","aCRE","FOXO1__chr6_88963223_88964137",TRUE,"RNGTT"
"chr6_94557032_94557773","NFYB","chr6_94559101_94559799","aCRE","NFYB__chr6_94559101_94559799",TRUE,"ONTG06000002503.1"
"chr6_94557032_94557773","NFYB","chr6_94559101_94559799","tCRE","NFYB__chr6_94559101_94559799",TRUE,"ONTG06000002503.1"
"chr6_97781526_97782218","NFYB","chr6_97779301_97780119","tCRE","NFYB__chr6_97779301_97780119",FALSE,"ONTG06000002435.1"
"chr6_97781526_97782218","NFYB","chr6_97591677_97592637","aCRE","NFYB__chr6_97591677_97592637",FALSE,NA
"chr6_97781526_97782218","NFYB","chr6_97978629_97979676","tCRE","NFYB__chr6_97978629_97979676",TRUE,"ENSG00000271860.8"
"chr6_97781526_97782218","NFYB","chr6_97779301_97780119","aCRE","NFYB__chr6_97779301_97780119",FALSE,"ONTG06000002435.1"
"chr6_97781526_97782218","ZEB1","chr6_97779301_97780119","tCRE","ZEB1__chr6_97779301_97780119",TRUE,"ONTG06000002435.1"
"chr6_97781526_97782218","ZEB1","chr6_97591677_97592637","aCRE","ZEB1__chr6_97591677_97592637",TRUE,NA
"chr6_97781526_97782218","ZEB1","chr6_97978629_97979676","tCRE","ZEB1__chr6_97978629_97979676",TRUE,"ENSG00000271860.8"
"chr6_97781526_97782218","ZEB1","chr6_97779301_97780119","aCRE","ZEB1__chr6_97779301_97780119",TRUE,"ONTG06000002435.1"
"chr7_100401668_100402501","NEUROD1","chr7_100148389_100149294","tCRE","NEUROD1__chr7_100148389_100149294",TRUE,"LAMTOR4"
"chr7_100401668_100402501","NEUROD1","chr7_100118953_100120034","tCRE","NEUROD1__chr7_100118953_100120034",TRUE,"TAF6"
"chr7_100401668_100402501","NEUROG2","chr7_100148389_100149294","tCRE","NEUROG2__chr7_100148389_100149294",TRUE,"LAMTOR4"
"chr7_100401668_100402501","NEUROG2","chr7_100118953_100120034","tCRE","NEUROG2__chr7_100118953_100120034",TRUE,"TAF6"
"chr7_100573475_100574387","HEY2","chr7_100673063_100673990","tCRE","HEY2__chr7_100673063_100673990",TRUE,"GNB2"
"chr7_100573475_100574387","HEY2","chr7_100436121_100436993","tCRE","HEY2__chr7_100436121_100436993",TRUE,"PPP1R35"
"chr7_100573475_100574387","HEY2","chr7_100604326_100605171","aCRE","HEY2__chr7_100604326_100605171",TRUE,"PCOLCE"
"chr7_102912495_102913503","IRF3","chr7_103074453_103075440","tCRE","IRF3__chr7_103074453_103075440",TRUE,"ARMC10"
"chr7_102912495_102913503","IRF3","chr7_103297035_103297951","tCRE","IRF3__chr7_103297035_103297951",TRUE,"PMPCB"
"chr7_102912495_102913503","IRF3","chr7_103148845_103149834","tCRE","IRF3__chr7_103148845_103149834",TRUE,"NAPEPLD"
"chr7_102912495_102913503","NFIC","chr7_103074453_103075440","tCRE","NFIC__chr7_103074453_103075440",TRUE,"ARMC10"
"chr7_102912495_102913503","NFIC","chr7_103297035_103297951","tCRE","NFIC__chr7_103297035_103297951",TRUE,"PMPCB"
"chr7_102912495_102913503","NFIC","chr7_103148845_103149834","tCRE","NFIC__chr7_103148845_103149834",TRUE,"NAPEPLD"
"chr7_102912495_102913503","ZNF331","chr7_103074453_103075440","tCRE","ZNF331__chr7_103074453_103075440",TRUE,"ARMC10"
"chr7_102912495_102913503","ZNF331","chr7_103297035_103297951","tCRE","ZNF331__chr7_103297035_103297951",TRUE,"PMPCB"
"chr7_102912495_102913503","ZNF331","chr7_103148845_103149834","tCRE","ZNF331__chr7_103148845_103149834",TRUE,"NAPEPLD"
"chr7_102912495_102913503","NHLH1","chr7_103074453_103075440","tCRE","NHLH1__chr7_103074453_103075440",TRUE,"ARMC10"
"chr7_102912495_102913503","NHLH1","chr7_103297035_103297951","tCRE","NHLH1__chr7_103297035_103297951",TRUE,"PMPCB"
"chr7_102912495_102913503","NHLH1","chr7_103148845_103149834","tCRE","NHLH1__chr7_103148845_103149834",TRUE,"NAPEPLD"
"chr7_102912495_102913503","TCF12","chr7_103074453_103075440","tCRE","TCF12__chr7_103074453_103075440",TRUE,"ARMC10"
"chr7_102912495_102913503","TCF12","chr7_103297035_103297951","tCRE","TCF12__chr7_103297035_103297951",TRUE,"PMPCB"
"chr7_102912495_102913503","TCF12","chr7_103148845_103149834","tCRE","TCF12__chr7_103148845_103149834",TRUE,"NAPEPLD"
"chr7_109594927_109595823","BCL11A","chr7_109596893_109597787","tCRE","BCL11A__chr7_109596893_109597787",TRUE,"ENSG00000234273.1"
"chr7_109594927_109595823","BCL11A","chr7_109596893_109597787","aCRE","BCL11A__chr7_109596893_109597787",TRUE,"ENSG00000234273.1"
"chr7_112422651_112423564","MAFB","chr7_112450014_112450746","tCRE","MAFB__chr7_112450014_112450746",FALSE,"IFRD1"
"chr7_112422651_112423564","NR2F1","chr7_112450014_112450746","tCRE","NR2F1__chr7_112450014_112450746",TRUE,"IFRD1"
"chr7_112422651_112423564","TGIF1","chr7_112450014_112450746","tCRE","TGIF1__chr7_112450014_112450746",TRUE,"IFRD1"
"chr7_112422651_112423564","ATF3","chr7_112450014_112450746","tCRE","ATF3__chr7_112450014_112450746",TRUE,"IFRD1"
"chr7_112422651_112423564","MAFG","chr7_112450014_112450746","tCRE","MAFG__chr7_112450014_112450746",TRUE,"IFRD1"
"chr7_112422651_112423564","FOS","chr7_112450014_112450746","tCRE","FOS__chr7_112450014_112450746",TRUE,"IFRD1"
"chr7_113144513_113145544","RBPJ","chr7_113118164_113119084","tCRE","RBPJ__chr7_113118164_113119084",FALSE,"SMIM30"
"chr7_113144513_113145544","ZIC1","chr7_113118164_113119084","tCRE","ZIC1__chr7_113118164_113119084",FALSE,"SMIM30"
"chr7_127808917_127809850","MSX1","chr7_127587962_127588819","tCRE","MSX1__chr7_127587962_127588819",TRUE,"ARF5"
"chr7_135727915_135728848","SNAI2","chr7_135557547_135558843","tCRE","SNAI2__chr7_135557547_135558843",TRUE,"NUP205"
"chr7_136136539_136137581","SOX5","chr7_135661981_135662917","tCRE","SOX5__chr7_135661981_135662917",TRUE,"STMP1"
"chr7_136136539_136137581","SOX5","chr7_135976947_135977832","tCRE","SOX5__chr7_135976947_135977832",TRUE,"MTPN"
"chr7_136136539_136137581","ZBTB18","chr7_135661981_135662917","tCRE","ZBTB18__chr7_135661981_135662917",TRUE,"STMP1"
"chr7_136136539_136137581","ZBTB18","chr7_135976947_135977832","tCRE","ZBTB18__chr7_135976947_135977832",TRUE,"MTPN"
"chr7_136136539_136137581","EBF3","chr7_135661981_135662917","tCRE","EBF3__chr7_135661981_135662917",TRUE,"STMP1"
"chr7_136136539_136137581","EBF3","chr7_135976947_135977832","tCRE","EBF3__chr7_135976947_135977832",TRUE,"MTPN"
"chr7_14376498_14377380","IRF3","chr7_13989203_13990024","tCRE","IRF3__chr7_13989203_13990024",TRUE,"ETV1"
"chr7_14376498_14377380","IRF9","chr7_13989203_13990024","tCRE","IRF9__chr7_13989203_13990024",TRUE,"ETV1"
"chr7_14376498_14377380","MEF2A","chr7_13989203_13990024","tCRE","MEF2A__chr7_13989203_13990024",TRUE,"ETV1"
"chr7_150955454_150956442","GLI3","chr7_151010091_151011009","tCRE","GLI3__chr7_151010091_151011009",TRUE,"NOS3"
"chr7_150955454_150956442","GLI3","chr7_151059329_151060355","tCRE","GLI3__chr7_151059329_151060355",TRUE,"SLC4A2"
"chr7_150955454_150956442","PKNOX1","chr7_151010091_151011009","tCRE","PKNOX1__chr7_151010091_151011009",TRUE,"NOS3"
"chr7_150955454_150956442","PKNOX1","chr7_151059329_151060355","tCRE","PKNOX1__chr7_151059329_151060355",TRUE,"SLC4A2"
"chr7_151008417_151009295","NFYB","chr7_151010091_151011009","tCRE","NFYB__chr7_151010091_151011009",FALSE,"NOS3"
"chr7_151008417_151009295","NFYB","chr7_151050773_151051693","aCRE","NFYB__chr7_151050773_151051693",FALSE,"ASIC3"
"chr7_151008417_151009295","NFYB","chr7_151062125_151062999","aCRE","NFYB__chr7_151062125_151062999",FALSE,"SLC4A2"
"chr7_151008417_151009295","NFYB","chr7_151012557_151014349","aCRE","NFYB__chr7_151012557_151014349",FALSE,"NOS3"
"chr7_151008417_151009295","NFYB","chr7_151248391_151249352","tCRE","NFYB__chr7_151248391_151249352",FALSE,"SMARCD3"
"chr7_152553568_152554459","RARG","chr7_152675711_152676635","tCRE","RARG__chr7_152675711_152676635",TRUE,"XRCC2"
"chr7_152553568_152554459","RARG","chr7_152759356_152760235","aCRE","RARG__chr7_152759356_152760235",TRUE,"ACTR3B"
"chr7_152553568_152554459","MSX1","chr7_152675711_152676635","tCRE","MSX1__chr7_152675711_152676635",TRUE,"XRCC2"
"chr7_152553568_152554459","MSX1","chr7_152759356_152760235","aCRE","MSX1__chr7_152759356_152760235",TRUE,"ACTR3B"
"chr7_15839145_15840050","ELK3","chr7_15686404_15687140","tCRE","ELK3__chr7_15686404_15687140",TRUE,"MEOX2"
"chr7_15839145_15840050","TEAD3","chr7_15686404_15687140","tCRE","TEAD3__chr7_15686404_15687140",TRUE,"MEOX2"
"chr7_16915947_16916650","SOX2","chr7_16748369_16749299","aCRE","SOX2__chr7_16748369_16749299",TRUE,NA
"chr7_16915947_16916650","SOX15","chr7_16748369_16749299","aCRE","SOX15__chr7_16748369_16749299",TRUE,NA
"chr7_16915947_16916650","SOX3","chr7_16748369_16749299","aCRE","SOX3__chr7_16748369_16749299",TRUE,NA
"chr7_18975118_18975860","PITX1","chr7_19116552_19118023","tCRE","PITX1__chr7_19116552_19118023",TRUE,"TWIST1"
"chr7_18975118_18975860","RARG","chr7_19116552_19118023","tCRE","RARG__chr7_19116552_19118023",TRUE,"TWIST1"
"chr7_18975118_18975860","FOXN3","chr7_19116552_19118023","tCRE","FOXN3__chr7_19116552_19118023",TRUE,"TWIST1"
"chr7_18975118_18975860","RARA","chr7_19116552_19118023","tCRE","RARA__chr7_19116552_19118023",TRUE,"TWIST1"
"chr7_18975118_18975860","PBX3","chr7_19116552_19118023","tCRE","PBX3__chr7_19116552_19118023",TRUE,"TWIST1"
"chr7_18975118_18975860","NR2F6","chr7_19116552_19118023","tCRE","NR2F6__chr7_19116552_19118023",TRUE,"TWIST1"
